ID_cliente,Genero,Edad,Pareja,Dependientes,Año,Mes,Dia,Antiguedad(meses)
9281-PKKZE,Mujer,60,Sí,No,2023,9,21,46
3638-VBZTA,Hombre,65,No,Sí,2023,11,5,68
7459-IMVYU,Hombre,36,No,No,2024,2,9,38
7776-QWNFX,Hombre,48,Sí,No,2023,6,5,30
6689-TCZHQ,Mujer,75,No,No,2023,1,21,5
8563-OYMQY,Hombre,35,No,No,2024,7,5,17
0754-EEBDC,Hombre,21,Sí,Sí,2024,7,7,4
5777-ZPQNC,Mujer,22,No,No,2024,8,7,12
1951-IEYXM,Hombre,21,Sí,Sí,2024,7,21,72
3318-NMQXL,Hombre,26,No,,2023,1,6,3
3143-ILDAL,Hombre,32,No,No,2023,8,27,56
1022-RKXDR,Mujer,71,No,,2023,10,14,41
2361-FJWNO,Hombre,55,No,No,2023,9,6,40
2272-UOINI,Mujer,60,No,No,2023,12,21,7
8232-UTFOZ,Hombre,29,No,No,2024,7,7,69
3750-YHRYO,Hombre,40,Sí,Sí,2023,8,28,7
6637-KYRCV,Mujer,30,Sí,Sí,2024,4,24,5
5668-MEISB,Mujer,34,Sí,Sí,2023,1,22,72
0129-QMPDR,Hombre,69,,Sí,2024,7,28,44
7188-CBBBA,Mujer,38,No,No,2023,1,6,65
5356-CSVSQ,Mujer,30,No,No,2024,1,23,3
3221-CJMSG,Hombre,45,No,No,2024,6,30,24
4720-VSTSI,Mujer,67,No,No,2023,12,8,44
3219-JQRSL,Mujer,33,Sí,No,2023,4,21,72
2801-NISEI,Hombre,36,,,2023,12,9,24
3946-MHCZW,Hombre,20,No,No,2023,10,1,1
4623-ZKHLY,Hombre,20,Sí,No,2023,9,6,22
6732-VAILE,Hombre,21,Sí,Sí,2024,5,27,70
8201-AAXCB,Hombre,72,Sí,Sí,2023,1,10,25
7696-CFTAT,Hombre,40,Sí,Sí,2023,10,11,37
1845-CSBRZ,Mujer,55,Sí,Sí,2023,11,18,22
2123-VSCOT,Mujer,33,Sí,,2023,8,27,59
6651-AZVTJ,Hombre,23,Sí,Sí,2023,12,10,49
4566-GOLUK,Hombre,37,Sí,Sí,2023,9,5,47
2484-DGXPZ,Mujer,24,Sí,Sí,2023,3,3,31
2018-QKYGT,Hombre,70,Sí,Sí,2024,3,24,1
2792-VPPET,Hombre,58,No,No,2023,10,31,3
7409-JURKQ,Mujer,55,Sí,,2023,12,23,53
3247-MHJKM,Hombre,48,No,,2024,2,1,1
1964-SVLEA,Hombre,73,No,No,2023,6,5,20
4587-NUKOX,Mujer,58,No,No,2023,1,26,3
7297-DVYGA,Mujer,66,No,No,2024,2,6,51
2239-CGBUZ,Mujer,59,,No,2024,5,20,51
0854-UYHZD,Mujer,25,Sí,Sí,2024,8,21,13
7243-LCGGZ,Mujer,62,No,No,2024,7,21,1
8267-KFGYD,Hombre,41,No,Sí,2024,4,10,1
4890-VMUAV,Hombre,75,No,No,2023,1,10,63
9261-WDCAF,Hombre,44,No,No,2023,1,17,3
3764-MNMOI,Hombre,65,No,No,2023,11,7,46
7442-YGZFK,Hombre,25,No,No,2023,11,24,1
0420-BWTPW,Hombre,31,No,Sí,2024,5,7,8
8229-BUJHX,Mujer,58,Sí,,2023,7,3,71
7449-HVPIV,Hombre,40,Sí,Sí,2024,5,21,55
5504-WSIUR,Mujer,64,No,No,2023,9,3,70
8183-ONMXC,Mujer,20,No,No,2024,5,25,2
8466-PZBLH,Hombre,50,Sí,Sí,2023,9,23,67
9614-RMGHA,Hombre,41,Sí,No,2023,8,4,65
8735-IJJEG,Hombre,44,Sí,No,2023,11,4,14
0564-MUUQK,Mujer,64,Sí,Sí,2024,4,3,20
5054-IEXZT,Hombre,67,No,Sí,2023,11,8,1
5834-ASPWA,Hombre,57,No,No,2024,7,10,1
0701-RFGFI,Mujer,56,,Sí,2023,5,22,49
0019-EFAEP,Mujer,59,No,No,2023,8,11,72
5619-PTMIK,Mujer,43,Sí,No,2024,3,2,46
3737-XBQDD,Hombre,59,No,No,2023,8,4,24
5882-CMAZQ,Mujer,27,Sí,Sí,2023,7,22,5
5846-QFDFI,Mujer,34,Sí,Sí,2024,4,25,33
4445-KWOKW,Mujer,39,No,No,2023,7,4,42
3511-APPBJ,Hombre,65,No,No,2023,2,2,23
7967-HYCDE,Hombre,47,No,No,2023,1,14,8
2430-RRYUW,Hombre,58,No,No,2024,5,13,66
3948-XHGNA,Hombre,69,No,No,2024,1,20,24
3723-BFBGR,Hombre,24,No,No,2023,3,5,24
0565-IYCGT,Hombre,38,No,,2023,5,4,69
5447-WZAFP,Mujer,64,No,No,2023,5,27,53
5110-CHOPY,Mujer,42,No,No,2024,3,22,60
5445-UTODQ,Mujer,49,Sí,No,2024,3,21,7
4425-OWHWB,Mujer,20,No,,2024,5,23,20
7892-QVYKW,Mujer,29,Sí,Sí,2023,4,22,23
9675-ICXCT,Hombre,64,Sí,Sí,2024,1,10,72
1024-VRZHF,Hombre,64,Sí,No,2024,8,7,11
4703-MQYKT,Hombre,73,No,No,2023,3,7,21
9497-QCMMS,Hombre,54,No,No,2023,2,2,1
5692-ICXLW,Hombre,30,No,No,2023,12,11,31
0602-DDUML,Mujer,31,No,No,2023,2,27,57
2208-MPXIO,Mujer,33,Sí,Sí,2024,1,31,45
1960-UYCNN,Hombre,62,No,No,2024,1,6,10
0348-SDKOL,Mujer,69,Sí,No,2023,9,8,58
3190-FZATL,Hombre,49,No,Sí,2023,10,6,14
7336-RLLRH,Hombre,39,Sí,No,2023,7,31,27
4373-MAVJG,Mujer,75,Sí,Sí,2024,7,4,14
8901-HJXTF,Mujer,68,Sí,Sí,2024,1,7,12
7710-JSYOA,Mujer,72,Sí,Sí,2023,12,1,69
5419-KLXBN,Mujer,43,Sí,Sí,2023,8,25,25
3424-NMNBO,Hombre,48,Sí,No,2023,9,3,58
9885-MFVSU,Mujer,47,Sí,Sí,2024,4,21,35
4514-GFCFI,Mujer,45,No,No,2024,8,27,16
0607-MVMGC,Hombre,22,Sí,Sí,2023,6,1,45
3365-SAIGS,Mujer,68,,No,2024,3,27,17
9828-AOQLM,Mujer,49,Sí,,2023,11,22,1
8022-BECSI,Hombre,60,No,No,2023,7,10,22
8000-REIQB,Mujer,23,No,No,2023,1,3,1
9993-LHIEB,Hombre,61,Sí,Sí,2023,8,20,67
0266-CLZKZ,Mujer,71,Sí,Sí,2024,6,10,67
7615-ESMYF,Mujer,49,Sí,No,2024,2,25,2
3858-VOBET,Hombre,73,No,No,2024,7,24,23
7020-OZKXZ,Mujer,24,No,No,2024,4,21,9
3977-QCRSL,Mujer,72,No,No,2023,1,23,5
0017-DINOC,Hombre,61,No,No,2023,2,3,54
1447-PJGGA,Mujer,38,No,No,2024,3,9,57
8565-CLBZW,Hombre,53,No,,2024,7,29,24
9139-WQQDY,Mujer,74,Sí,Sí,2023,10,28,49
0224-HJAPT,Hombre,68,No,No,2023,7,4,5
8086-OVPWV,Hombre,45,No,No,2024,7,5,2
9430-FRQOC,Mujer,58,No,Sí,2024,8,20,4
7639-OPLNG,Hombre,26,Sí,Sí,2023,12,8,70
3074-GQWYX,Hombre,29,No,No,2023,6,23,5
1492-QGCLU,Hombre,53,Sí,Sí,2024,7,6,53
6845-RGTYS,Mujer,50,Sí,No,2023,7,9,47
7328-OWMOM,Mujer,47,No,Sí,2024,5,26,31
4418-LZMSV,Hombre,75,Sí,Sí,2024,8,20,13
5155-AZQPB,Mujer,24,Sí,Sí,2024,4,26,28
8861-HGGKB,Mujer,58,No,No,2023,5,23,10
1087-GRUYI,Hombre,64,Sí,No,2023,1,22,38
7065-YUNRY,Mujer,26,No,No,2023,7,3,1
7694-VLBWQ,Hombre,60,Sí,No,2023,8,5,67
2546-KZAAT,Hombre,34,Sí,No,2024,5,27,52
0181-RITDD,Hombre,69,Sí,Sí,2023,7,22,62
5989-PGKJB,Mujer,53,No,No,2023,3,7,16
4795-KTRTH,Mujer,53,Sí,No,2024,4,20,5
8272-ONJLV,Hombre,44,No,No,2024,3,23,12
1488-PBLJN,Mujer,54,Sí,Sí,2023,5,27,72
0308-GIQJT,Hombre,25,No,No,2024,3,24,71
3778-FOAQW,Mujer,33,Sí,No,2023,4,1,24
4452-ROHMO,Mujer,32,No,No,2023,7,30,15
6481-OGDOO,Hombre,37,Sí,No,2024,4,23,67
8844-TONUD,Hombre,54,Sí,Sí,2024,2,13,13
3090-LETTY,Hombre,24,No,Sí,2023,2,22,2
5349-AZPEW,Mujer,28,Sí,Sí,2023,1,3,5
3753-TSEMP,Mujer,73,Sí,No,2023,4,9,15
8305-VHZBZ,Hombre,37,No,No,2024,1,27,1
9720-JJJOR,Hombre,62,Sí,Sí,2023,4,3,41
8100-HZZLJ,Mujer,33,No,Sí,2024,3,16,43
8775-ERLNB,Hombre,49,Sí,,2024,4,9,1
8309-IEYJD,Mujer,38,No,No,2024,6,4,1
9172-JITSM,Mujer,22,Sí,Sí,2024,2,22,26
6298-QDFNH,Hombre,51,No,No,2024,3,4,22
7398-HPYZQ,Hombre,44,Sí,No,2023,6,24,71
3546-GHEAE,Hombre,37,No,No,2023,10,5,7
7361-YPXFS,Mujer,64,No,No,2023,12,13,28
6557-BZXLQ,Hombre,33,No,No,2024,3,1,16
2550-QHZGP,Hombre,42,No,No,2024,5,6,7
7519-JTWQH,Mujer,27,No,No,2024,8,24,69
2538-OIMXF,Mujer,62,No,Sí,2023,5,10,1
8543-MSDMF,Hombre,39,No,No,2023,7,24,3
9961-JBNMK,Hombre,74,No,No,2023,6,20,21
1170-SASML,Mujer,28,Sí,No,2024,2,6,69
4872-JCVCA,Mujer,57,Sí,No,2024,8,29,71
5346-BZCHP,Mujer,56,Sí,Sí,2023,6,21,69
2038-LLMLM,Mujer,73,No,No,2024,7,25,48
6173-ITPWD,Hombre,54,Sí,No,2023,3,3,47
9734-UYXQI,Mujer,22,No,No,2024,7,2,2
1216-BGTSP,Hombre,63,No,No,2023,7,8,45
4138-NAXED,Hombre,64,No,No,2023,10,15,51
2189-UXTKY,Mujer,31,Sí,,2024,4,4,22
1112-CUNAO,Mujer,49,No,No,2023,2,4,15
0744-BIKKF,Hombre,28,No,,2023,10,8,72
7483-IQWIB,Hombre,22,Sí,Sí,2023,1,10,37
5248-KWLAR,Hombre,67,Sí,Sí,2023,5,4,71
4958-GZWIY,Hombre,25,Sí,Sí,2024,4,4,7
7996-MHXLW,Mujer,24,No,No,2023,10,6,66
7833-PKIHD,Hombre,33,Sí,Sí,2023,2,5,51
7061-OVMIM,Mujer,72,Sí,Sí,2023,3,8,30
5153-RTHKF,Mujer,53,No,No,2024,5,10,34
1852-QSWCD,Hombre,43,Sí,Sí,2024,3,20,64
4832-VRBMR,Hombre,29,Sí,No,2024,8,8,65
9079-LWTFD,Hombre,47,No,No,2024,5,22,47
6356-ELRKD,Mujer,75,No,No,2023,6,13,1
8624-GIOUT,Mujer,44,No,No,2023,5,1,49
3392-EHMNK,Mujer,22,Sí,Sí,2023,6,24,67
5986-WWXDV,Hombre,31,No,Sí,2023,12,22,39
3061-BCKYI,Hombre,22,No,No,2024,2,6,14
6179-GJPSO,Mujer,62,No,No,2024,5,24,43
7901-TBKJX,Hombre,44,,No,2023,8,6,56
7228-PAQPD,Mujer,61,No,No,2024,5,31,14
3177-LASXD,Mujer,73,No,No,2023,8,25,1
7746-QYVCO,Hombre,35,Sí,,2024,1,9,16
5804-HYIEZ,Hombre,57,Sí,Sí,2024,5,9,70
9919-FZDED,Hombre,68,Sí,No,2024,6,12,72
5934-TSSAU,Mujer,22,Sí,Sí,2023,2,10,23
3486-KHMLI,Hombre,38,No,Sí,2024,6,7,21
4897-QSUYC,Mujer,42,No,No,2023,9,9,1
1084-UQCHV,Hombre,59,No,Sí,2023,12,31,1
0080-EMYVY,Mujer,38,No,No,2024,8,25,14
8290-YWKHZ,Mujer,42,Sí,No,2023,3,8,32
2955-BJZHG,Hombre,53,Sí,Sí,2024,3,8,17
3806-DXQOM,Mujer,28,No,No,2023,3,15,4
6784-XYJAE,Mujer,69,No,No,2023,9,24,36
3933-DQPWX,Mujer,49,No,No,2024,7,2,50
6661-EIPZC,Mujer,50,Sí,Sí,2024,8,31,48
8957-THMOA,Mujer,26,No,,2023,1,6,50
2251-PYLPB,Hombre,46,Sí,No,2023,5,20,72
5555-RNPGT,Hombre,27,No,Sí,2023,12,31,10
1057-FOGLZ,Mujer,49,No,No,2023,3,28,18
9300-RENDD,Hombre,70,No,No,2024,2,9,1
0761-AETCS,Mujer,61,No,No,2023,8,20,1
8087-LGYHQ,Hombre,66,No,No,2023,3,10,9
4137-BTIKL,Hombre,71,No,No,2023,10,28,2
2190-BCXEC,Mujer,64,Sí,No,2023,9,1,40
6227-FBDXH,Hombre,53,Sí,No,2023,6,4,69
2153-MREFK,Mujer,32,Sí,No,2023,1,22,37
2911-WDXMV,Hombre,37,No,Sí,2024,7,20,18
7206-PQBBZ,Hombre,71,Sí,No,2023,8,16,11
3106-ULWFW,Mujer,51,Sí,No,2023,11,14,8
0925-VYDLG,Mujer,59,No,No,2024,7,25,3
4547-FZJWE,Hombre,72,Sí,Sí,2024,5,20,55
7422-WNBTY,Hombre,55,Sí,No,2023,9,22,33
0842-IWYCP,Mujer,54,,No,2023,6,9,46
3521-HTQTV,Hombre,48,No,No,2023,7,28,34
3744-ZBHON,Mujer,74,No,No,2023,3,21,3
3373-DIUUN,Hombre,22,Sí,Sí,2023,10,8,30
8383-SGHJU,Mujer,70,No,No,2023,8,3,33
7607-QKKTJ,Hombre,58,Sí,Sí,2023,8,1,45
7707-PYBBH,Hombre,62,No,No,2024,8,3,40
8984-HPEMB,Mujer,36,No,No,2024,6,28,71
4349-GFQHK,Hombre,35,No,,2023,2,19,1
4139-DETXS,Mujer,46,Sí,Sí,2024,5,5,72
9779-DPNEJ,Mujer,71,Sí,Sí,2023,11,4,22
9805-FILKB,Hombre,35,Sí,Sí,2023,1,12,46
5793-YOLJN,Mujer,60,Sí,Sí,2023,7,21,55
0673-IGUQO,Hombre,24,No,No,2024,7,23,1
4123-FCVCB,Mujer,62,No,No,2023,3,26,12
8819-IMISP,Hombre,26,No,No,2023,7,8,31
7802-EFKNY,Hombre,59,,No,2024,1,20,5
8311-UEUAB,Mujer,62,Sí,Sí,2023,5,22,67
5858-EAFCZ,Hombre,36,No,No,2023,9,16,1
8035-BUYVG,Hombre,64,Sí,No,2024,5,8,40
1163-ONYEY,Hombre,34,Sí,Sí,2024,3,4,41
9787-XVQIU,Hombre,27,No,No,2023,12,29,1
8945-MUQUF,Hombre,63,No,No,2023,8,22,51
5656-MJEFC,Hombre,42,Sí,Sí,2023,3,30,42
6082-OQFBA,Hombre,56,Sí,Sí,2024,3,31,23
8051-HJRLT,Mujer,56,,No,2023,6,2,1
8974-OVACP,Mujer,46,No,No,2024,1,26,1
4010-YLMVT,Mujer,27,No,No,2024,6,21,56
1379-FRVEB,Hombre,68,No,Sí,2023,7,19,15
8612-GXIDD,Hombre,69,Sí,Sí,2023,5,22,12
6288-CHQJB,Mujer,62,Sí,Sí,2023,12,26,54
8160-HOWOX,Mujer,68,No,No,2024,2,25,7
3023-GFLBR,Mujer,68,Sí,Sí,2023,10,27,33
6648-INWPS,Hombre,51,Sí,Sí,2024,4,24,16
4223-BKEOR,Mujer,57,No,Sí,2024,3,8,21
4079-VTGLK,Hombre,22,Sí,No,2023,3,24,30
1763-WQFUK,Hombre,42,No,No,2023,1,2,3
1391-UBDAR,Hombre,29,No,No,2023,1,10,11
8894-JVDCV,Mujer,20,No,,2024,3,10,62
2023-VQFDL,Hombre,29,No,No,2023,10,31,18
1345-GKDZZ,Hombre,40,No,Sí,2023,6,28,6
2014-MKGMH,Mujer,28,No,No,2023,11,1,46
5628-FCGYG,Hombre,60,No,No,2024,4,2,21
2560-WBWXF,Hombre,64,No,No,2024,8,26,68
0248-IPDFW,Mujer,48,No,No,2024,4,5,1
7978-DKUQH,Mujer,65,Sí,No,2023,4,25,25
4335-UPJSI,Mujer,44,No,Sí,2023,4,1,24
0524-IAVZO,Mujer,49,Sí,No,2024,6,28,30
2737-YNGYW,Mujer,63,No,No,2023,8,8,2
1784-EZDKJ,Hombre,40,Sí,No,2023,12,17,51
9297-FVVDH,Mujer,61,Sí,Sí,2023,11,25,57
8007-YYPWD,Mujer,60,No,No,2023,3,24,15
7101-HRBLJ,Mujer,21,Sí,,2023,2,22,72
5159-YFPKQ,Mujer,25,No,No,2024,8,24,2
6635-CPNUN,Hombre,55,,No,2023,7,27,28
4021-RQSNY,Hombre,68,Sí,,2024,6,27,29
5453-YBTWV,Hombre,30,Sí,Sí,2023,11,22,70
5039-LZRQT,Mujer,27,No,No,2023,11,7,13
2931-VUVJN,Mujer,60,Sí,No,2024,5,4,59
9061-TIHDA,Hombre,55,Sí,No,2023,11,28,13
8699-ASUFO,Hombre,32,Sí,No,2023,10,10,7
6418-PIQSP,Mujer,33,Sí,No,2024,5,3,62
8220-OCUFY,Mujer,57,No,No,2024,1,20,21
3995-WFCSM,Mujer,64,No,No,2024,4,2,2
1895-QTKDO,Mujer,34,No,No,2023,11,20,1
2038-OEQZH,Hombre,55,No,,2023,1,21,4
1178-PZGAB,Mujer,53,No,No,2023,1,1,19
7927-AUXBZ,Mujer,71,No,No,2023,10,29,30
2626-VEEWG,Hombre,34,Sí,Sí,2024,7,10,67
2878-RMWXY,Hombre,53,Sí,No,2024,4,29,72
1657-DYMBM,Hombre,53,Sí,No,2023,5,24,53
7311-MQJCH,Mujer,29,No,No,2023,4,24,5
7375-WMVMT,Hombre,53,Sí,,2024,4,8,71
1136-XGEQU,Mujer,64,,Sí,2024,7,31,50
2530-FMFXO,Hombre,68,Sí,Sí,2023,1,27,56
6844-DZKRF,Hombre,36,No,No,2024,7,20,2
4695-WJZUE,Mujer,66,,No,2024,8,6,2
7619-ODSGN,Hombre,61,Sí,Sí,2023,4,2,24
5970-GHJAW,Hombre,62,Sí,Sí,2023,1,30,46
8879-XUAHX,Hombre,26,Sí,No,2023,1,1,71
3689-MOZGR,Mujer,44,No,No,2023,5,7,29
4195-PNGZS,Hombre,61,,Sí,2024,5,29,69
5003-XZWWO,Hombre,55,Sí,No,2023,6,23,71
8033-VCZGH,Hombre,72,Sí,No,2023,12,2,50
3988-RQIXO,Mujer,59,No,No,2023,7,2,1
7622-FWGEW,Hombre,53,Sí,No,2024,4,28,56
6922-NCEDI,Hombre,69,No,Sí,2024,7,31,56
2514-GINMM,Hombre,40,No,No,2023,4,9,1
9891-NQDBD,Mujer,53,Sí,No,2024,7,29,28
6131-IUNXN,Mujer,36,Sí,Sí,2023,7,30,19
8548-AWOFC,Hombre,54,Sí,No,2024,6,8,66
9798-DRYDS,Mujer,53,Sí,Sí,2023,8,6,17
8532-UEFWH,Hombre,23,Sí,Sí,2023,5,23,52
6296-DDOOR,Mujer,43,No,,2024,8,21,19
4415-IJZTP,Mujer,21,No,No,2023,6,8,1
7951-VRDVK,Mujer,58,No,No,2023,11,8,36
5931-FLJJF,Hombre,68,Sí,No,2023,7,1,7
4815-YOSUK,Hombre,63,Sí,,2023,10,5,72
2659-VXMWZ,Hombre,70,Sí,Sí,2024,8,8,67
0380-NEAVX,Hombre,44,No,No,2024,1,25,34
3207-OYBWH,Hombre,58,Sí,No,2024,7,2,57
4285-GYRQC,Mujer,52,Sí,No,2023,8,9,7
7216-EWTRS,Mujer,42,Sí,No,2023,1,10,1
4365-MSDYN,Hombre,26,Sí,No,2023,12,22,8
7036-TYDEC,Mujer,38,No,No,2024,1,31,69
5802-ADBRC,Mujer,66,Sí,No,2024,2,24,50
8076-FEZKJ,Hombre,25,,No,2024,7,1,10
5197-YPYBZ,Mujer,50,Sí,,2024,3,8,12
8337-MSSXB,Mujer,61,No,No,2023,10,23,14
4312-GVYNH,Mujer,47,Sí,No,2023,12,8,70
8495-LJDFO,Mujer,47,No,No,2023,3,1,64
0839-JTCUD,Mujer,49,Sí,Sí,2023,9,25,66
5494-WOZRZ,Mujer,34,Sí,Sí,2023,5,23,71
1302-UHBDD,Hombre,61,No,No,2024,7,27,20
2234-EOFPT,Hombre,26,Sí,No,2023,4,7,72
8619-IJNDK,Mujer,53,Sí,,2023,2,4,71
8378-LKJAF,Hombre,30,Sí,,2024,2,23,38
8182-BJDSI,Mujer,70,No,No,2024,2,21,28
2528-HFYZX,Hombre,49,Sí,No,2023,4,22,17
1153-GNOLC,Hombre,50,No,No,2023,7,30,33
3298-QEICA,Mujer,27,Sí,Sí,2024,7,1,23
0788-DXBFY,Hombre,29,Sí,Sí,2024,2,25,58
3597-YASZG,Mujer,24,Sí,No,2023,8,24,70
3496-LFSZU,Hombre,47,Sí,No,2023,1,11,4
5242-UOWHD,Hombre,52,Sí,Sí,2023,8,8,45
2482-CZGBB,Hombre,25,No,No,2023,11,1,10
6479-SZPLM,Hombre,57,Sí,Sí,2023,12,31,36
8097-VBQTZ,Hombre,56,No,No,2023,8,8,54
7296-PIXQY,Mujer,28,Sí,Sí,2023,4,8,14
4500-HKANN,Hombre,57,Sí,Sí,2024,7,18,23
9917-KWRBE,Mujer,52,,Sí,2024,1,8,41
3420-ZDBMA,Hombre,73,No,No,2023,11,4,5
2212-LYASK,Hombre,54,Sí,,2023,8,22,27
1393-IMKZG,Mujer,65,No,No,2024,2,20,1
8069-RHUXK,Mujer,54,Sí,Sí,2023,9,17,67
3398-GCPMU,Mujer,59,Sí,Sí,2024,4,28,72
2908-WGAXL,Mujer,71,Sí,Sí,2023,11,25,56
3378-AJRAO,Hombre,66,Sí,Sí,2023,7,3,44
1013-QCWAM,Mujer,66,Sí,No,2023,9,21,66
0866-QLSIR,Mujer,53,No,,2024,6,1,34
6050-FFXES,Mujer,21,Sí,No,2023,6,7,69
7181-BQYBV,Mujer,47,Sí,Sí,2023,1,4,1
0362-RAOQO,Mujer,35,No,No,2023,12,28,40
9554-DFKIC,Hombre,72,Sí,Sí,2024,3,28,30
5527-ACHSO,Mujer,64,No,No,2023,8,30,11
0829-DDVLK,Mujer,75,No,No,2024,3,31,15
1399-UBQIU,Hombre,60,No,No,2023,7,30,11
1813-JLKWR,Mujer,25,Sí,Sí,2023,12,9,64
0336-PIKEI,Hombre,25,Sí,No,2024,1,4,72
7322-OCWHC,Hombre,75,Sí,No,2023,12,22,72
9537-VHDTA,Mujer,24,No,Sí,2023,1,9,1
4957-TIALW,Mujer,26,No,Sí,2023,2,18,15
2054-PJOCK,Mujer,64,No,No,2024,2,27,60
9150-HEPMB,Hombre,71,No,No,2023,8,29,56
9030-QGZNL,Mujer,43,No,No,2023,1,28,8
6204-IEUXJ,Mujer,61,,No,2023,12,6,3
3126-WQMGH,Mujer,45,Sí,No,2023,3,22,49
4529-CKBCL,Mujer,42,No,No,2023,3,29,2
2506-CLAKW,Mujer,23,No,No,2023,12,29,6
7176-WRTNX,Hombre,30,No,No,2024,7,6,70
1583-IHQZE,Hombre,69,No,No,2024,2,3,12
5732-IKGQH,Hombre,68,Sí,No,2024,6,7,52
9239-GZHZE,Mujer,46,Sí,No,2023,5,31,72
7205-BAIAD,Mujer,59,No,No,2024,5,4,40
0151-ONTOV,Mujer,22,No,No,2024,6,22,1
4140-MUHUG,Mujer,72,No,No,2024,7,7,3
0093-EXYQL,Mujer,67,No,No,2024,8,7,40
8064-RAVOH,Hombre,40,No,Sí,2023,8,29,1
0219-QAERP,Hombre,60,Sí,No,2024,4,1,30
0320-JDNQG,Hombre,51,Sí,Sí,2023,8,26,23
7180-PISOG,Hombre,74,Sí,Sí,2024,4,4,1
9168-INPSZ,Mujer,75,Sí,No,2023,6,29,44
3571-RFHAR,Hombre,52,No,No,2024,7,7,65
0015-UOCOJ,Mujer,40,No,No,2023,8,28,7
5334-AFQJB,Hombre,61,No,No,2023,12,2,72
2754-SDJRD,Mujer,26,No,,2023,4,8,8
9578-VRMNM,Mujer,31,No,No,2023,9,23,16
1587-FKLZB,Hombre,33,Sí,Sí,2023,2,5,66
6140-QNRQQ,Hombre,39,No,No,2023,7,31,1
8963-JLGJT,Hombre,75,No,Sí,2023,2,27,3
4307-KTUMW,Hombre,48,Sí,No,2023,3,1,53
1465-LNTLJ,Hombre,65,Sí,No,2023,2,23,8
5440-FLBQG,Hombre,38,Sí,No,2024,7,4,69
2135-DQWAQ,Mujer,69,No,No,2024,6,20,5
4056-QHXHZ,Mujer,67,Sí,Sí,2023,12,29,72
7470-MCQTK,Mujer,48,Sí,No,2023,12,20,13
7488-MXJIV,Mujer,41,No,No,2023,3,26,4
7401-JIXNM,Mujer,57,Sí,Sí,2024,6,4,54
9339-FIIJL,Hombre,58,Sí,No,2024,8,10,72
2027-FECZV,Hombre,73,No,No,2023,5,25,12
2672-DZUOY,Hombre,29,No,No,2024,1,22,1
4706-DGAHW,Hombre,68,No,No,2023,3,10,1
3870-MQAMG,Mujer,25,Sí,No,2023,11,12,54
6670-MFRPK,Hombre,72,Sí,Sí,2024,2,2,69
6177-PEVRA,Mujer,45,No,No,2023,3,3,48
4800-CZMPC,Mujer,51,Sí,,2024,5,29,48
4813-HQMGZ,Mujer,28,Sí,No,2024,8,23,8
7579-KKLOE,Hombre,74,Sí,Sí,2023,6,28,71
7377-DMMRI,Hombre,65,No,No,2024,5,5,2
8402-EIVQS,Hombre,75,Sí,No,2023,7,7,67
4947-DSMXK,Hombre,74,Sí,Sí,2023,3,2,34
3744-ZBHON,Mujer,74,No,No,2023,3,21,3
7245-NIIWQ,Mujer,29,No,No,2023,5,29,3
0002-ORFBO,Mujer,34,Sí,Sí,2023,5,25,9
3324-OIRTO,Hombre,57,Sí,Sí,2023,11,4,71
5414-OFQCB,Hombre,46,,No,2023,3,20,57
4967-WPNCF,Hombre,44,No,No,2024,3,3,72
8552-OBVRU,Mujer,44,Sí,Sí,2023,10,26,48
8499-BRXTD,Hombre,60,No,No,2023,1,24,18
9154-QDGTH,Hombre,42,Sí,,2024,3,28,43
8197-BFWVU,Mujer,23,Sí,Sí,2023,12,27,72
2577-GVSIL,Hombre,35,Sí,Sí,2023,1,24,35
9367-OIUXP,Hombre,72,No,No,2024,3,6,4
6770-UAYGJ,Mujer,48,Sí,Sí,2024,5,10,49
6463-HHXJR,Mujer,25,Sí,Sí,2023,6,29,71
7928-VJYAB,Hombre,31,Sí,Sí,2023,2,26,11
1187-WILMM,Hombre,21,Sí,Sí,2023,11,2,63
9776-OJUZI,Mujer,21,No,No,2023,12,2,65
1306-RPWXZ,Mujer,34,No,,2023,5,9,49
8949-JTMAY,Mujer,27,No,No,2024,6,4,29
2774-LVQUS,Mujer,27,Sí,No,2023,9,27,15
3097-PYWXL,Mujer,25,Sí,Sí,2023,6,1,4
2266-SJNAT,Mujer,71,Sí,No,2023,4,3,72
0869-PAPRP,Mujer,38,Sí,No,2023,8,26,26
4238-JSSWH,Mujer,42,Sí,No,2023,3,8,35
2972-YDYUW,Mujer,42,No,No,2024,5,22,57
1104-FEJAM,Hombre,50,Sí,Sí,2023,8,1,28
2809-ILCYT,Mujer,20,Sí,,2023,11,29,25
5499-ECUTN,Mujer,54,Sí,No,2024,8,24,47
4981-FLTMF,Mujer,70,Sí,Sí,2023,12,3,57
9121-PHQSR,Hombre,50,Sí,No,2024,1,21,16
3113-IWHLC,Hombre,43,No,No,2024,1,22,5
3211-ILJTT,Hombre,68,Sí,No,2023,10,31,17
4612-THJBS,Mujer,43,No,No,2024,1,3,56
4277-BWBML,Hombre,57,Sí,Sí,2023,9,11,72
4094-NSEDU,Mujer,44,No,No,2023,5,30,21
0234-TEVTT,Mujer,70,Sí,Sí,2024,6,20,48
4304-TSPVK,Mujer,51,Sí,No,2023,6,23,68
1552-AAGRX,Mujer,24,No,No,2024,3,23,30
2637-FKFSY,Mujer,28,Sí,No,2024,8,5,3
