Identificador Usuario,Tipo Suscripción,Ingresos Mensuales,Día Suscripción,Mes Suscripción,Año Suscripción,Día Último Pago,Mes Último Pago,Año Último Pago,País,Edad,Género,Dispositivo,Duración Plan
1179,Estándar,12,05,09,23,02,07,24,Francia,44,Femenino,Smartphone,1 Mes
1180,Básica,10,09,09,23,04,07,24,Alemania,34,Femenino,Smart TV,1 Mes
1181,Premium,14,11,09,23,01,07,24,Australia,40,Femenino,Ordenador,1 Mes
1182,Básica,10,17,09,23,04,07,24,Australia,28,Femenino,Smartphone,1 Mes
1183,Estándar,12,19,09,23,02,07,24,EEUU,44,Femenino,Tablet,3 Meses
1184,Premium,14,28,09,23,03,07,24,Italia,38,Femenino,Ordenador,3 Meses
1185,Básica,10,06,10,23,02,07,24,Canadá,49,Masculino,Smart TV,6 Meses
1186,Premium,14,07,10,23,05,07,24,Australia,32,Femenino,Smart TV,6 Meses
1187,Básica,10,09,10,23,01,07,24,Canadá,47,Femenino,Smart TV,3 Meses
1188,Estándar,12,10,10,23,03,07,24,España,44,Masculino,Tablet,1 Mes
1189,Estándar,12,11,10,23,03,07,24,Brasil,33,Masculino,Smartphone,6 Meses
1190,Básica,10,12,10,23,04,07,24,Italia,32,Masculino,Ordenador,3 Meses
1191,Premium,14,13,10,23,01,07,24,Alemania,27,Femenino,Smartphone,12 Meses
1192,Básica,10,14,10,23,03,07,24,Italia,37,Masculino,Ordenador,1 Mes
1193,Estándar,12,16,10,23,03,07,24,Reino Unido,34,Masculino,Tablet,12 Meses
1194,Premium,14,19,10,23,04,07,24,Reino Unido,40,Masculino,Smart TV,1 Mes
1195,Básica,10,23,10,23,02,07,24,Australia,45,Femenino,Smart TV,1 Mes
1196,Básica,10,24,10,23,03,07,24,Francia,29,Femenino,Tablet,1 Mes
1197,Básica,10,25,10,23,03,07,24,Alemania,84,Masculino,Smart TV,3 Meses
1198,Estándar,12,01,11,23,04,07,24,Canadá,38,Femenino,Ordenador,1 Mes
1199,Premium,14,02,11,23,04,07,24,EEUU,48,Femenino,Smart TV,12 Meses
1200,Básica,10,04,11,23,06,07,24,Australia,36,Masculino,Smartphone,6 Meses
1201,Básica,10,06,11,23,03,07,24,Francia,41,Masculino,Smart TV,1 Mes
1202,Premium,14,06,11,23,03,07,24,Australia,27,Masculino,Smart TV,3 Meses
1203,Estándar,12,04,11,23,04,07,24,Francia,41,Masculino,Smart TV,1 Mes
1204,Estándar,12,30,10,23,05,07,24,Alemania,42,Masculino,Ordenador,3 Meses
1205,Básica,10,27,10,23,03,07,24,,40,Femenino,Ordenador,12 Meses
1206,Premium,14,23,10,23,04,07,24,España,32,Masculino,Smart TV,6 Meses
1207,Estándar,12,23,10,23,04,07,24,Canadá,33,Masculino,Smart TV,12 Meses
1208,Básica,10,24,09,23,04,07,24,Francia,34,Masculino,Smartphone,3 Meses
1209,Estándar,12,22,09,23,02,07,24,Méjico,29,Masculino,Tablet,1 Mes
1210,Premium,14,06,09,23,03,07,24,Reino Unido,50,Masculino,Smart TV,12 Meses
1211,Básica,10,23,08,23,04,07,24,Alemania,29,Femenino,Ordenador,1 Mes
1212,Premium,14,21,08,23,04,07,24,Alemania,40,Femenino,Tablet,6 Meses
1213,Estándar,12,16,08,23,02,07,24,Reino Unido,27,Masculino,Smart TV,1 Mes
1214,Básica,10,09,08,23,03,07,24,Australia,51,Femenino,Smartphone,12 Meses
1215,Estándar,12,04,08,23,03,07,24,Alemania,41,Femenino,Ordenador,1 Mes
1216,Premium,14,28,07,23,04,07,24,Canadá,28,Femenino,Tablet,1 Mes
1217,Básica,10,12,07,23,01,07,24,Francia,42,Masculino,Ordenador,3 Meses
1218,Estándar,12,11,07,23,03,07,24,Australia,40,Masculino,Ordenador,6 Meses
1219,Premium,14,06,07,23,04,07,24,España,48,Femenino,Smartphone,3 Meses
1220,Básica,10,01,07,23,03,07,24,,28,Masculino,Smart TV,1 Mes
1221,Premium,14,02,07,23,01,07,24,Australia,40,Masculino,Smart TV,1 Mes
1222,Básica,10,30,06,23,03,07,24,Australia,33,Femenino,Tablet,3 Meses
1223,Estándar,12,30,06,23,03,07,24,Canadá,33,Masculino,Smartphone,6 Meses
1224,Estándar,12,30,06,23,03,07,24,Alemania,47,Femenino,Smartphone,1 Mes
1225,Básica,10,30,06,23,01,07,24,España,50,Femenino,Smart TV,6 Meses
1226,Premium,14,29,06,23,03,07,24,EEUU,38,Masculino,Smartphone,6 Meses
1227,Básica,10,27,06,23,04,07,24,EEUU,36,Femenino,Tablet,12 Meses
1228,Estándar,12,26,06,23,03,07,24,EEUU,38,Femenino,Tablet,6 Meses
1229,Premium,14,24,06,23,01,07,24,Alemania,49,Masculino,Smartphone,6 Meses
1230,Básica,10,25,06,23,03,07,24,,40,Femenino,Smart TV,1 Mes
1231,Premium,14,24,06,23,03,07,24,Reino Unido,51,Masculino,Tablet,6 Meses
1232,Básica,10,22,06,23,03,07,24,Canadá,42,Femenino,Smartphone,12 Meses
1233,Estándar,12,23,06,23,03,07,24,Reino Unido,41,Femenino,Smartphone,3 Meses
1234,Estándar,12,25,06,23,03,07,24,Canadá,48,Femenino,Smartphone,3 Meses
1235,Básica,10,29,06,23,03,07,24,Italia,39,Femenino,Tablet,1 Mes
1236,Premium,14,01,07,23,02,07,24,,35,Femenino,Tablet,1 Mes
1237,Básica,10,05,07,23,02,07,24,EEUU,32,Femenino,Tablet,1 Mes
1238,Estándar,12,12,07,23,04,07,24,Canadá,28,Femenino,Smartphone,12 Meses
1239,Premium,14,16,07,23,02,07,24,Reino Unido,27,Masculino,Ordenador,3 Meses
1240,Básica,10,20,07,23,04,07,24,Brasil,30,Femenino,Ordenador,6 Meses
1241,Premium,14,28,07,23,02,07,24,EEUU,47,Femenino,Ordenador,12 Meses
1242,Básica,10,31,07,23,05,07,24,Reino Unido,49,Femenino,Tablet,1 Mes
1243,Estándar,12,14,08,23,02,07,24,Alemania,43,Femenino,Smartphone,6 Meses
1244,Estándar,12,16,08,23,04,07,24,Australia,42,Masculino,Tablet,12 Meses
1245,Básica,10,18,08,23,03,07,24,Canadá,29,Femenino,Smartphone,1 Mes
1246,Premium,14,27,08,23,05,07,24,Canadá,35,Femenino,Smartphone,6 Meses
1247,Básica,10,01,09,23,02,07,24,Reino Unido,41,Femenino,Smartphone,1 Mes
1248,Estándar,12,03,09,23,05,07,24,EEUU,47,Femenino,Smart TV,12 Meses
1249,Premium,14,07,09,23,03,07,24,España,28,Femenino,Smart TV,6 Meses
1250,Básica,10,08,09,23,04,07,24,Canadá,44,Femenino,Smartphone,6 Meses
1251,Premium,14,14,09,23,03,07,24,Canadá,28,Femenino,Tablet,12 Meses
1252,Básica,10,15,09,23,05,07,24,Canadá,51,Masculino,Ordenador,1 Mes
1253,Estándar,12,27,09,23,02,07,24,Reino Unido,48,Masculino,Ordenador,6 Meses
1254,Estándar,12,30,09,23,04,07,24,Australia,49,Femenino,Tablet,1 Mes
1255,Básica,10,02,10,23,04,07,24,España,50,Masculino,Smart TV,1 Mes
1256,Premium,14,03,10,23,05,07,24,Francia,43,Masculino,Ordenador,6 Meses
1257,Básica,10,05,10,23,01,07,24,EEUU,32,Masculino,Smart TV,12 Meses
1258,Estándar,12,10,10,23,03,07,24,Reino Unido,42,Femenino,Tablet,6 Meses
1259,Premium,14,11,10,23,03,07,24,Italia,41,Femenino,Ordenador,3 Meses
1260,Básica,10,13,10,23,04,07,24,Australia,31,Masculino,Ordenador,1 Mes
1261,Premium,14,14,10,23,02,07,24,EEUU,37,Femenino,Smart TV,12 Meses
1262,Básica,10,16,10,23,03,07,24,Méjico,46,Masculino,Smart TV,3 Meses
1263,Estándar,12,18,10,23,03,07,24,,30,Femenino,Tablet,1 Mes
1264,Estándar,12,22,10,23,05,07,24,Canadá,30,Femenino,Smart TV,1 Mes
1265,Básica,10,24,10,23,03,07,24,EEUU,34,Femenino,Tablet,1 Mes
1266,Premium,14,25,10,23,04,07,24,,47,Femenino,Ordenador,1 Mes
1267,Básica,10,29,10,23,03,07,24,Brasil,41,Masculino,Tablet,1 Mes
1268,Estándar,12,02,11,23,04,07,24,España,42,Femenino,Ordenador,3 Meses
1269,Premium,14,03,11,23,05,07,24,Reino Unido,48,Femenino,Smartphone,6 Meses
1270,Básica,10,04,11,23,06,07,24,Méjico,30,Femenino,Smart TV,12 Meses
1271,Básica,10,05,11,23,03,07,24,Australia,51,Masculino,Smartphone,12 Meses
1272,Básica,10,05,11,23,04,07,24,España,27,Masculino,Smartphone,1 Mes
1273,Estándar,12,31,10,23,04,07,24,Italia,38,Masculino,Tablet,1 Mes
1274,Premium,14,27,10,23,05,07,24,Canadá,29,Femenino,Smart TV,3 Meses
1275,Básica,10,25,10,23,03,07,24,EEUU,40,Femenino,Smartphone,12 Meses
1276,Básica,10,26,10,23,04,07,24,,31,Femenino,Ordenador,1 Mes
1277,Premium,14,30,09,23,04,07,24,Canadá,30,Masculino,Smartphone,12 Meses
1278,Estándar,12,27,09,23,05,07,24,EEUU,44,Masculino,Ordenador,6 Meses
1279,Estándar,12,12,09,23,03,07,24,EEUU,34,Femenino,Tablet,3 Meses
1280,Básica,10,25,08,23,04,07,24,Australia,28,Femenino,Ordenador,3 Meses
1281,Premium,14,25,08,23,04,07,24,EEUU,41,Femenino,Ordenador,6 Meses
1282,Estándar,12,22,08,23,05,07,24,EEUU,43,Masculino,Tablet,1 Mes
1283,Básica,10,17,08,23,02,07,24,Canadá,33,Masculino,Ordenador,1 Mes
1284,Estándar,12,09,08,23,03,07,24,Francia,32,Femenino,Tablet,12 Meses
1285,Premium,14,06,08,23,04,07,24,,39,Masculino,Smart TV,1 Mes
1286,Básica,10,17,07,23,04,07,24,Australia,37,Masculino,Ordenador,3 Meses
1287,Premium,14,12,07,23,02,07,24,Italia,46,Masculino,Tablet,1 Mes
1288,Estándar,12,12,07,23,03,07,24,Australia,39,Masculino,Smartphone,1 Mes
1289,Básica,10,02,07,23,04,07,24,,46,Femenino,Tablet,1 Mes
1290,Estándar,12,02,07,23,03,07,24,Francia,43,Masculino,Ordenador,1 Mes
1291,Premium,14,30,06,23,02,07,24,Francia,32,Femenino,Ordenador,1 Mes
1292,Básica,10,30,06,23,04,07,24,Australia,30,Femenino,Smart TV,1 Mes
1293,Estándar,12,01,07,23,04,07,24,Brasil,40,Femenino,Tablet,1 Mes
1294,Premium,14,30,06,23,04,07,24,Alemania,51,Femenino,Smartphone,6 Meses
1295,Básica,10,29,06,23,02,07,24,Reino Unido,40,Femenino,Smartphone,1 Mes
1296,Premium,14,30,06,23,03,07,24,Australia,28,Masculino,Smart TV,1 Mes
1297,Básica,10,29,06,23,04,07,24,EEUU,51,Femenino,Smartphone,6 Meses
1298,Estándar,12,26,06,23,03,07,24,Reino Unido,27,Masculino,Ordenador,1 Mes
1299,Estándar,12,27,06,23,01,07,24,Alemania,35,Masculino,Smart TV,6 Meses
1300,Básica,10,24,06,23,03,07,24,Australia,37,Masculino,Ordenador,1 Mes
1301,Premium,14,23,06,23,04,07,24,Canadá,51,Masculino,Smart TV,1 Mes
1302,Básica,10,23,06,23,03,07,24,España,40,Masculino,Smart TV,6 Meses
1303,Estándar,12,25,06,23,03,07,24,Alemania,38,Masculino,Ordenador,1 Mes
1304,Premium,14,28,06,23,03,07,24,Reino Unido,48,Femenino,Ordenador,12 Meses
1305,Básica,10,01,07,23,03,07,24,España,49,Masculino,Smartphone,1 Mes
1306,Premium,14,02,07,23,05,07,24,Australia,33,Femenino,Ordenador,1 Mes
1307,Básica,10,06,07,23,03,07,24,Australia,34,Femenino,Tablet,1 Mes
1308,Estándar,12,12,07,23,06,07,24,EEUU,39,Masculino,Tablet,1 Mes
1309,Estándar,12,17,07,23,02,07,24,,37,Femenino,Tablet,12 Meses
1310,Básica,10,23,07,23,05,07,24,Canadá,44,Masculino,Ordenador,1 Mes
1311,Premium,14,29,07,23,04,07,24,EEUU,35,Masculino,Tablet,1 Mes
1312,Básica,10,06,08,23,06,07,24,Australia,31,Femenino,Ordenador,1 Mes
1313,Estándar,12,09,07,24,02,07,24,Reino Unido,39,Masculino,Smart TV,3 Meses
1314,Premium,14,14,08,23,05,07,24,Australia,38,Masculino,Tablet,1 Mes
1315,Básica,10,20,08,23,03,07,24,,42,Masculino,Smartphone,1 Mes
1316,Premium,14,28,08,23,05,07,24,Francia,48,Femenino,Tablet,1 Mes
1317,Básica,10,02,09,23,03,07,24,EEUU,31,Masculino,Tablet,1 Mes
1318,Estándar,12,04,09,23,05,07,24,Australia,42,Masculino,Smartphone,1 Mes
1319,Estándar,12,06,09,23,03,07,24,Australia,35,Masculino,Smartphone,6 Meses
1320,Básica,10,14,09,23,05,07,24,Reino Unido,39,Masculino,Ordenador,1 Mes
1321,Premium,14,15,09,23,04,07,24,EEUU,50,Femenino,Tablet,1 Mes
1322,Básica,10,16,09,23,06,07,24,EEUU,40,Masculino,Smartphone,6 Meses
1323,Estándar,12,28,09,23,02,07,24,Reino Unido,29,Masculino,Smartphone,6 Meses
1324,Premium,14,02,10,23,04,07,24,Australia,48,Femenino,Smart TV,12 Meses
1325,Básica,10,03,10,23,04,07,24,Francia,34,Masculino,Smartphone,3 Meses
1326,Premium,14,05,10,23,05,07,24,España,48,Masculino,Smartphone,6 Meses
1327,Básica,10,07,10,23,02,07,24,Australia,48,Masculino,Ordenador,12 Meses
1328,Estándar,12,09,10,23,04,07,24,Australia,35,Femenino,Tablet,3 Meses
1329,Estándar,12,11,10,23,04,07,24,Alemania,29,Masculino,Ordenador,1 Mes
1330,Básica,10,13,10,23,05,07,24,Reino Unido,47,Femenino,Smart TV,12 Meses
1331,Premium,14,15,10,23,02,07,24,Canadá,36,Masculino,Smartphone,1 Mes
1332,Básica,10,17,10,23,04,07,24,Canadá,40,Femenino,Smartphone,1 Mes
1333,Estándar,12,21,10,23,04,07,24,Reino Unido,51,Masculino,Tablet,1 Mes
1334,Premium,14,23,10,23,05,07,24,Canadá,37,Masculino,Smart TV,3 Meses
1335,Básica,10,24,10,23,06,07,24,España,36,Masculino,Tablet,1 Mes
1336,Premium,14,28,10,23,04,07,24,Australia,45,Masculino,Tablet,6 Meses
1337,Básica,10,31,10,23,04,07,24,Francia,31,Femenino,Tablet,1 Mes
1338,Estándar,12,03,11,23,04,07,24,,45,Femenino,Ordenador,3 Meses
1339,Estándar,12,04,11,23,05,07,24,España,30,Masculino,Ordenador,6 Meses
1340,Básica,10,05,11,23,06,07,24,Canadá,40,Femenino,Smartphone,12 Meses
1341,Premium,14,06,11,23,04,07,24,Australia,44,Femenino,Smart TV,12 Meses
1342,Básica,10,01,11,23,05,07,24,Reino Unido,36,Femenino,Ordenador,1 Mes
1343,Estándar,12,01,11,23,05,07,24,EEUU,36,Masculino,Tablet,1 Mes
1344,Premium,14,29,10,23,05,07,24,Francia,32,Femenino,Smartphone,3 Meses
1345,Básica,10,27,10,23,03,07,24,EEUU,46,Masculino,Smart TV,6 Meses
1346,Básica,10,16,10,23,04,07,24,Reino Unido,39,Femenino,Smart TV,3 Meses
1347,Básica,10,14,10,23,04,07,24,Australia,30,Masculino,Smart TV,1 Mes
1348,Estándar,12,14,09,23,05,07,24,EEUU,34,Masculino,Ordenador,3 Meses
1349,Premium,14,03,09,23,03,07,24,Canadá,28,Masculino,Ordenador,6 Meses
1350,Básica,10,27,08,23,04,07,24,Canadá,39,Femenino,Smartphone,12 Meses
1351,Básica,10,27,08,23,05,07,24,Francia,34,Femenino,Ordenador,1 Mes
1352,Premium,14,21,08,23,05,07,24,Alemania,42,Masculino,Ordenador,12 Meses
1353,Estándar,12,13,08,23,02,07,24,España,29,Femenino,Tablet,3 Meses
1354,Estándar,12,12,08,23,04,07,24,Francia,29,Masculino,Tablet,1 Mes
1355,Básica,10,24,07,23,04,07,24,EEUU,30,Masculino,Tablet,6 Meses
1356,Premium,14,24,07,23,04,07,24,Reino Unido,51,Masculino,Smartphone,6 Meses
1357,Estándar,12,12,07,23,02,07,24,Australia,51,Masculino,Smart TV,6 Meses
1358,Básica,10,09,07,23,04,07,24,España,44,Masculino,Tablet,12 Meses
1359,Estándar,12,09,07,23,05,07,24,Canadá,35,Masculino,Ordenador,3 Meses
1360,Premium,14,10,07,23,04,07,24,Australia,39,Masculino,Smart TV,3 Meses
1361,Básica,10,02,07,23,02,07,24,Alemania,41,Femenino,Ordenador,12 Meses
1362,Premium,14,02,07,23,04,07,24,Alemania,44,Femenino,Ordenador,1 Mes
1363,Estándar,12,01,07,23,05,07,24,Reino Unido,29,Masculino,Ordenador,1 Mes
1364,Básica,10,01,07,23,04,07,24,Alemania,47,Masculino,Tablet,12 Meses
1365,Estándar,12,30,06,23,02,07,24,Francia,28,Femenino,Smartphone,3 Meses
1366,Premium,14,29,06,23,04,07,24,EEUU,45,Masculino,Ordenador,6 Meses
1367,Básica,10,26,06,23,04,07,24,EEUU,28,Femenino,Smartphone,3 Meses
1368,Estándar,12,27,06,23,03,07,24,Alemania,31,Femenino,Ordenador,3 Meses
1369,Premium,14,25,06,23,03,07,24,España,47,Femenino,Ordenador,1 Mes
1370,Básica,10,23,06,23,04,07,24,Canadá,42,Femenino,Tablet,12 Meses
1371,Premium,14,24,06,23,04,07,24,EEUU,34,Femenino,Ordenador,3 Meses
1372,Básica,10,25,06,23,05,07,24,Canadá,40,Femenino,Ordenador,12 Meses
1373,Estándar,12,26,06,23,04,07,24,Alemania,42,Femenino,Ordenador,3 Meses
1374,Estándar,12,27,06,23,07,07,24,EEUU,33,Masculino,Smart TV,6 Meses
1375,Básica,10,30,06,23,03,07,24,Alemania,30,Masculino,Ordenador,1 Mes
1376,Premium,14,03,07,23,05,07,24,Australia,29,Masculino,Tablet,12 Meses
1377,Básica,10,09,07,23,04,07,24,EEUU,31,Masculino,Smart TV,3 Meses
1378,Estándar,12,17,07,23,06,07,24,España,46,Femenino,Smart TV,6 Meses
1379,Premium,14,22,07,23,03,07,24,Reino Unido,46,Femenino,Smartphone,1 Mes
1380,Básica,10,28,07,23,05,07,24,Australia,47,Masculino,Ordenador,6 Meses
1381,Premium,14,04,08,23,04,07,24,Francia,48,Femenino,Smart TV,1 Mes
1382,Básica,10,08,08,23,06,07,24,España,32,Femenino,Smart TV,1 Mes
1383,Estándar,12,13,08,23,04,07,24,,51,Femenino,Tablet,1 Mes
1384,Estándar,12,17,08,23,05,07,24,Brasil,33,Masculino,Smart TV,1 Mes
1385,Básica,10,20,08,23,04,07,24,Reino Unido,43,Masculino,Smartphone,12 Meses
1386,Premium,14,28,08,23,06,07,24,Canadá,43,Femenino,Smart TV,1 Mes
1387,Básica,10,29,08,23,04,07,24,EEUU,42,Masculino,Smart TV,12 Meses
1388,Estándar,12,03,09,23,05,07,24,Australia,30,Masculino,Smartphone,1 Mes
1389,Premium,14,10,09,23,03,07,24,Alemania,50,Masculino,Smartphone,1 Mes
1390,Básica,10,13,09,23,05,07,24,EEUU,51,Femenino,Ordenador,3 Meses
1391,Premium,14,15,09,23,04,07,24,Francia,36,Femenino,Tablet,3 Meses
1392,Básica,10,25,09,23,06,07,24,Italia,41,Femenino,Tablet,6 Meses
1393,Estándar,12,01,10,23,03,07,24,,37,Masculino,Smart TV,12 Meses
1394,Estándar,12,02,10,23,04,07,24,Alemania,30,Femenino,Tablet,3 Meses
1395,Básica,10,05,10,23,04,07,24,Canadá,50,Femenino,Tablet,12 Meses
1396,Premium,14,06,10,23,05,07,24,Alemania,41,Femenino,Smart TV,12 Meses
1397,Básica,10,07,10,23,03,07,24,,29,Femenino,Ordenador,3 Meses
1398,Estándar,12,10,10,23,04,07,24,Australia,43,Masculino,Smart TV,1 Mes
1399,Premium,14,12,10,23,04,07,24,EEUU,31,Femenino,Smart TV,3 Meses
1400,Básica,10,15,10,23,06,07,24,EEUU,40,Masculino,Ordenador,1 Mes
1401,Premium,14,17,10,23,05,07,24,Canadá,35,Femenino,Smart TV,1 Mes
1402,Básica,10,21,10,23,04,07,24,EEUU,39,Femenino,Ordenador,3 Meses
1403,Estándar,12,23,10,23,05,07,24,Italia,48,Masculino,Ordenador,1 Mes
1404,Estándar,12,24,10,23,05,07,24,Reino Unido,42,Femenino,Tablet,3 Meses
1405,Básica,10,27,10,23,06,07,24,Reino Unido,48,Femenino,Smart TV,3 Meses
1406,Premium,14,30,10,23,07,07,24,Reino Unido,33,Femenino,Smart TV,12 Meses
1407,Básica,10,31,10,23,04,07,24,Alemania,45,Femenino,Smart TV,1 Mes
1408,Estándar,12,03,11,23,04,07,24,Australia,40,Femenino,Smart TV,3 Meses
1409,Premium,14,05,11,23,06,07,24,España,38,Masculino,Tablet,12 Meses
1410,Básica,10,06,11,23,06,07,24,,31,Femenino,Tablet,12 Meses
1411,Premium,14,01,11,23,04,07,24,EEUU,33,Femenino,Smart TV,12 Meses
1412,Básica,10,02,11,23,05,07,24,España,27,Masculino,Ordenador,3 Meses
1413,Estándar,12,02,11,23,05,07,24,Canadá,47,Masculino,Smartphone,1 Mes
1414,Estándar,12,01,11,23,06,07,24,Reino Unido,41,Masculino,Tablet,3 Meses
1415,Básica,10,17,10,23,03,07,24,Italia,32,Femenino,Smart TV,12 Meses
1416,Premium,14,18,10,23,05,07,24,Australia,31,Masculino,Smart TV,6 Meses
1417,Básica,10,28,09,23,05,07,24,Canadá,43,Femenino,Tablet,12 Meses
1418,Estándar,12,23,09,23,05,07,24,Canadá,42,Femenino,Smart TV,3 Meses
1419,Premium,14,22,09,23,03,07,24,EEUU,46,Masculino,Smartphone,12 Meses
1420,Básica,10,31,08,23,04,07,24,EEUU,27,Femenino,Smartphone,12 Meses
1421,Básica,10,28,08,23,05,07,24,Australia,48,Femenino,Smart TV,1 Mes
1422,Básica,10,27,08,23,05,07,24,Australia,49,Masculino,Ordenador,6 Meses
1423,Estándar,12,17,08,23,03,07,24,Canadá,43,Masculino,Smart TV,1 Mes
1424,Premium,14,09,08,23,04,07,24,España,38,Masculino,Ordenador,6 Meses
1425,Básica,10,24,07,23,05,07,24,,37,Masculino,Smartphone,6 Meses
1426,Básica,10,16,07,23,04,07,24,Francia,39,Femenino,Smart TV,6 Meses
1427,Premium,14,15,07,23,03,07,24,Australia,40,Masculino,Tablet,1 Mes
1428,Estándar,12,12,07,23,05,07,24,,40,Masculino,Smart TV,3 Meses
1429,Estándar,12,12,07,23,06,07,24,Brasil,48,Masculino,Ordenador,1 Mes
1430,Básica,10,09,07,23,05,07,24,Alemania,43,Femenino,Smart TV,1 Mes
1431,Premium,14,05,07,23,02,07,24,España,46,Masculino,Ordenador,1 Mes
1432,Estándar,12,05,07,23,05,07,24,Alemania,43,Masculino,Smartphone,1 Mes
1433,Básica,10,03,07,23,05,07,24,Australia,30,Femenino,Tablet,6 Meses
1434,Estándar,12,01,07,23,04,07,24,Australia,51,Femenino,Ordenador,12 Meses
1435,Premium,14,30,06,23,03,07,24,Alemania,30,Masculino,Smartphone,6 Meses
1436,Básica,10,27,06,23,04,07,24,EEUU,47,Femenino,Smart TV,3 Meses
1437,Premium,14,28,06,23,04,07,24,Australia,41,Masculino,Ordenador,1 Mes
1438,Estándar,12,28,06,23,05,07,24,EEUU,45,Femenino,Smartphone,3 Meses
1439,Básica,10,24,06,23,04,07,24,EEUU,47,Femenino,Ordenador,3 Meses
1440,Estándar,12,24,06,23,05,07,24,Alemania,48,Femenino,Smart TV,1 Mes
1441,Premium,14,25,06,23,04,07,24,EEUU,51,Femenino,Tablet,12 Meses
1442,Básica,10,26,06,23,06,07,24,Australia,29,Masculino,Smart TV,3 Meses
1443,Estándar,12,27,06,23,05,07,24,Australia,43,Femenino,Ordenador,3 Meses
1444,Premium,14,29,06,23,07,07,24,Alemania,49,Femenino,Tablet,1 Mes
1445,Básica,10,02,07,23,03,07,24,Reino Unido,37,Masculino,Smartphone,1 Mes
1446,Premium,14,07,07,23,05,07,24,Brasil,48,Masculino,Tablet,1 Mes
1447,Básica,10,13,07,23,05,07,24,España,36,Femenino,Tablet,6 Meses
1448,Estándar,12,18,07,23,07,07,24,Australia,33,Femenino,Ordenador,1 Mes
1449,Estándar,12,24,07,23,04,07,24,Australia,38,Femenino,Ordenador,1 Mes
1450,Básica,10,31,07,23,06,07,24,EEUU,42,Femenino,Smartphone,1 Mes
1451,Premium,14,01,08,23,05,07,24,Italia,30,Femenino,Tablet,12 Meses
1452,Básica,10,08,08,23,06,07,24,España,39,Masculino,Smart TV,1 Mes
1453,Estándar,12,13,08,23,04,07,24,Italia,36,Masculino,Smartphone,1 Mes
1454,Premium,14,14,08,23,06,07,24,EEUU,27,Femenino,Smartphone,3 Meses
1455,Básica,10,23,08,23,04,07,24,Canadá,49,Masculino,Smart TV,1 Mes
1456,Premium,14,27,08,23,06,07,24,Reino Unido,31,Masculino,Ordenador,3 Meses
1457,Básica,10,31,08,23,05,07,24,EEUU,36,Masculino,Ordenador,3 Meses
1458,Estándar,12,09,09,23,06,07,24,Alemania,41,Femenino,Tablet,3 Meses
1459,Estándar,12,10,09,23,04,07,24,Reino Unido,45,Femenino,Ordenador,3 Meses
1460,Básica,10,12,09,23,05,07,24,Reino Unido,45,Masculino,Smart TV,1 Mes
1461,Premium,14,17,09,23,05,07,24,EEUU,32,Masculino,Smart TV,6 Meses
1462,Básica,10,21,09,23,06,07,24,Australia,41,Femenino,Smartphone,1 Mes
1463,Estándar,12,02,10,23,03,07,24,Canadá,37,Masculino,Smart TV,3 Meses
1464,Premium,14,04,10,23,05,07,24,,27,Masculino,Ordenador,12 Meses
1465,Básica,10,06,10,23,04,07,24,Reino Unido,41,Masculino,Ordenador,1 Mes
1466,Premium,14,07,10,23,06,07,24,Reino Unido,30,Femenino,Smart TV,3 Meses
1467,Básica,10,08,10,23,04,07,24,EEUU,43,Masculino,Smartphone,3 Meses
1468,Estándar,12,11,10,23,05,07,24,Italia,51,Masculino,Ordenador,1 Mes
1469,Estándar,12,13,10,23,04,07,24,Italia,46,Femenino,Smart TV,3 Meses
1470,Básica,10,15,10,23,06,07,24,EEUU,27,Femenino,Tablet,12 Meses
1471,Premium,14,19,10,23,06,07,24,EEUU,51,Femenino,Smartphone,6 Meses
1472,Básica,10,21,10,23,06,07,24,Canadá,28,Femenino,Ordenador,1 Mes
1473,Estándar,12,23,10,23,05,07,24,Canadá,33,Masculino,Smartphone,1 Mes
1474,Premium,14,26,10,23,05,07,24,Australia,31,Femenino,Ordenador,12 Meses
1475,Básica,10,27,10,23,06,07,24,Canadá,47,Masculino,Ordenador,6 Meses
1476,Premium,14,31,10,23,07,07,24,Italia,45,Femenino,Tablet,3 Meses
1477,Básica,10,03,11,23,05,07,24,Italia,42,Masculino,Smart TV,6 Meses
1478,Estándar,12,05,11,23,06,07,24,EEUU,47,Femenino,Smart TV,6 Meses
1479,Estándar,12,06,11,23,06,07,24,,29,Femenino,Smart TV,1 Mes
1480,Básica,10,03,11,23,07,07,24,EEUU,49,Femenino,Ordenador,3 Meses
1481,Premium,14,03,11,23,04,07,24,Canadá,41,Femenino,Ordenador,3 Meses
1482,Básica,10,04,11,23,05,07,24,Italia,45,Masculino,Smartphone,12 Meses
1483,Estándar,12,02,11,23,06,07,24,Australia,49,Masculino,Smart TV,1 Mes
1484,Premium,14,27,10,23,06,07,24,Canadá,41,Masculino,Smart TV,3 Meses
1485,Básica,10,27,10,23,04,07,24,Brasil,37,Masculino,Ordenador,12 Meses
1486,Premium,14,15,10,23,05,07,24,Italia,31,Masculino,Smartphone,6 Meses
1487,Básica,10,03,10,23,05,07,24,Reino Unido,29,Masculino,Smartphone,12 Meses
1488,Estándar,12,25,09,23,05,07,24,Australia,51,Femenino,Smart TV,12 Meses
1489,Estándar,12,16,09,23,03,07,24,Reino Unido,33,Masculino,Smart TV,1 Mes
1490,Básica,10,14,07,24,04,07,24,Francia,31,Masculino,Smartphone,3 Meses
